iter	Passed	Remaining
243	5506	220159
244	5517	219685
245	5527	219174
246	5536	218608
247	5557	218549
248	5567	218019
249	5576	217501
250	5588	217069
251	5598	216580
252	5608	216053
253	5618	215578
254	5639	215508
255	5648	214978
256	5658	214526
257	5693	214979
258	5706	214621
259	5721	214342
260	5735	214028
261	5747	213617
262	5760	213255
263	5775	212984
264	5787	212617
265	5801	212293
266	5813	211911
267	5823	211479
268	5883	212844
269	5897	212514
270	5909	212167
271	5922	211824
272	5932	211364
273	5942	210938
274	5954	210567
275	5965	210185
276	5976	209792
277	5987	209387
278	5999	209027
279	6011	208691
280	6025	208411
281	6084	209673
282	6094	209246
283	6106	208912
284	6121	208675
285	6131	208260
286	6144	207944
287	6156	207612
288	6178	207596
289	6186	207153
290	6197	206786
291	6256	208001
292	6272	207804
293	6285	207519
294	6300	207265
295	6313	206987
296	6329	206781
297	6342	206477
298	6355	206188
299	6367	205881
300	6379	205555
301	6390	205231
302	6403	204938
303	6438	205349
304	6450	205035
305	6462	204717
306	6472	204366
307	6481	203965
308	6492	203610
309	6505	203343
310	6514	202953
311	6524	202593
312	6534	202238
313	6545	201924
314	6556	201591
315	6567	201266
316	6578	200955
317	6637	202074
318	6651	201846
319	6663	201582
320	6674	201243
321	6684	200910
322	6693	200549
323	6702	200166
324	6713	199853
325	6732	199784
326	6759	199964
327	6783	200036
328	6798	199843
329	6811	199606
330	6823	199330
331	6836	199087
332	6849	198838
333	6861	198583
334	6884	198635
335	6896	198360
336	6911	198183
337	6924	197945
338	6935	197659
339	6957	197679
340	6969	197403
341	6982	197170
342	7001	197124
343	7023	197150
344	7045	197164
345	7058	196948
346	7115	197941
347	7151	198361
348	7168	198228
349	7226	199243
350	7238	198974
351	7247	198636
352	7257	198349
353	7268	198054
354	7278	197756
355	7310	198048
356	7319	197707
357	7329	197408
358	7339	197094
359	7349	196803
360	7360	196530
361	7380	196503
362	7390	196197
363	7401	195923
364	7411	195650
365	7421	195347
366	7432	195087
367	7441	194769
368	7451	194494
369	7462	194230
370	7481	194183
371	7493	193932
