iter	RMSE
483	0.0926547393
484	0.09264742284
485	0.09257519073
486	0.09253783395
487	0.09253200245
488	0.09252802961
489	0.09247911003
490	0.0924144824
491	0.09240848997
492	0.09239862477
493	0.09239477188
494	0.09237094398
495	0.09236079974
496	0.09235873304
497	0.09235680381
498	0.09234798623
499	0.09233827177
500	0.09233301328
501	0.09233171237
502	0.09232843838
503	0.09232047107
504	0.09231754261
505	0.09230818269
506	0.09228730914
507	0.0922728612
508	0.09227009248
509	0.09216478383
510	0.09216152361
511	0.09212478297
512	0.09211069563
513	0.09210741379
514	0.09208179329
515	0.09207580679
516	0.09206626858
517	0.09205688312
518	0.09204388931
519	0.09203905559
520	0.09195025683
521	0.09194486563
522	0.09194287641
523	0.0919409503
524	0.0918762522
525	0.09186476556
526	0.09185196583
527	0.09184586557
528	0.09184448269
529	0.09165386397
530	0.09165081522
531	0.09164920766
532	0.09164600036
533	0.09164534305
534	0.09162626314
535	0.09156169938
536	0.09153962094
537	0.09152773522
538	0.09149549567
539	0.09148601595
540	0.09147616631
541	0.09142510417
542	0.09142430635
543	0.09140615694
544	0.09140028897
545	0.09138987022
546	0.0913744583
547	0.09137075682
548	0.09136690824
549	0.09136635616
550	0.09134509656
551	0.09121341676
552	0.09121133201
553	0.09118099443
554	0.09116819024
555	0.09114156515
556	0.09113209242
557	0.09108261036
558	0.09107621154
559	0.09106927034
560	0.09104183906
561	0.09102971693
562	0.09095513089
563	0.09094104193
564	0.09079635518
565	0.09079415295
566	0.09077072844
567	0.09076783793
568	0.09073299268
569	0.09072690918
570	0.09066286973
571	0.09065260241
572	0.09055970734
573	0.09055204126
574	0.09055057049
575	0.09053363683
576	0.09052976068
577	0.0905286944
578	0.09052694265
579	0.09051666792
580	0.09050910245
581	0.09049826431
582	0.09048701983
583	0.0904802099
584	0.09041299755
585	0.09040083123
586	0.09039156591
587	0.09038892826
588	0.09029601109
589	0.09028723341
590	0.09019005921
591	0.090174571
592	0.09016666289
593	0.09016606724
594	0.09015875007
595	0.09002512541
596	0.08990798945
597	0.08990598745
598	0.08989986818
599	0.08989117292
600	0.08988716006
601	0.08988343771
602	0.08988086993
603	0.08987766817
604	0.0897902642
605	0.08975792211
606	0.08975628469
607	0.08975333321
608	0.08969371679
609	0.0896841842
610	0.08968271133
611	0.08966963655
612	0.08966141679
613	0.08965855123
614	0.08959964937
615	0.08959312033
616	0.08959092498
617	0.08943479939
618	0.08942409483
619	0.08941765037
620	0.08940952921
621	0.08940483312
622	0.08939659714
623	0.08939111282
624	0.08938669184
625	0.08938319224
626	0.08930758055
627	0.08930268812
628	0.08929378434
629	0.08928991939
630	0.08928765156
631	0.08928281494
632	0.08927971774
633	0.0892714702
634	0.08921106805
635	0.08920328608
636	0.08913390984
637	0.08912999317
638	0.08912637764
639	0.08912162592
640	0.08911972841
641	0.0891155953
642	0.08909750102
643	0.08909324468
644	0.08908904517
645	0.08908174138
646	0.0890787594
647	0.08903111977
648	0.08902025252
649	0.08899159837
650	0.08898571799
651	0.08898119122
652	0.08897301798
653	0.08897100311
654	0.0889691595
655	0.08896532532
656	0.08896228233
657	0.08895741986
658	0.08894646201
659	0.08894340206
660	0.08889215464
661	0.08888558588
662	0.0888814378
663	0.08885607558
664	0.08884236039
665	0.08883605347
666	0.08883173559
667	0.08881777149
668	0.08876004928
669	0.08875662311
670	0.08875166759
671	0.08874999525
672	0.08874710026
673	0.0887415799
674	0.08872390424
675	0.08871589546
676	0.08871412427
677	0.08870773869
678	0.08869207345
679	0.08867694563
680	0.08867450251
681	0.08866774983
682	0.08852703374
683	0.08844412555
684	0.08844323929
685	0.08844164728
686	0.08830954192
687	0.08830252297
688	0.08826572599
689	0.0882590736
690	0.08825743715
691	0.08823435917
692	0.08820824317
693	0.08819664501
694	0.08814081342
695	0.08813632149
696	0.08812748929
697	0.08812225543
698	0.08812101178
699	0.08811612348
700	0.08811464499
701	0.08811004052
702	0.08803079602
703	0.08802932435
704	0.08802584087
705	0.08791022673
706	0.08787850177
707	0.08787277404
708	0.08787137406
709	0.0878692761
710	0.08786594735
711	0.08786275065
712	0.08785742254
713	0.08785386616
714	0.08777592421
715	0.08777283172
716	0.08776703507
717	0.08775616843
718	0.08774098677
719	0.08773958882
720	0.0877366274
721	0.0877337817
722	0.08773100623
723	0.0877298439
724	0.08766426085
725	0.08766251394
726	0.08763975962
727	0.08763671202
728	0.08763388377
729	0.08759394325
730	0.08759100176
731	0.08758984586
732	0.08758829634
733	0.0875859803
734	0.0875315129
735	0.08751522246
736	0.08750838447
737	0.08750734773
738	0.08750637734
739	0.08735396642
740	0.08735264536
741	0.08735077591
742	0.08735012366
743	0.08734156928
744	0.08734006521
745	0.08723507827
746	0.08723043985
747	0.08715551706
748	0.08714897147
749	0.0871477056
750	0.08714397451
751	0.08713677005
752	0.0871345128
753	0.08708155495
754	0.08707551641
755	0.08706791033
756	0.08706300458
757	0.0870606704
758	0.08705916565
759	0.08687525722
760	0.08684195071
761	0.08684022487
762	0.08675523202
763	0.08673229407
764	0.08672728983
765	0.08672624794
766	0.08672228949
767	0.08671905481
768	0.08671204522
769	0.08670722397
770	0.08665851512
771	0.08665603185
772	0.08665367833
773	0.08662901695
774	0.08662452203
775	0.08661967077
776	0.0865728325
777	0.08657174264
778	0.08657040126
779	0.08656311972
780	0.08655732171
781	0.08655652933
782	0.08652988597
783	0.08652911431
784	0.08652688735
785	0.08650588987
786	0.08647829933
787	0.08647416167
788	0.08646981398
789	0.08642695482
790	0.08642216386
791	0.08642068158
792	0.08639880986
793	0.086392732
794	0.08636815998
795	0.08635465898
796	0.08635086001
797	0.08634740548
798	0.08634091211
799	0.08633925611
800	0.08624911209
801	0.08624586387
802	0.0862281143
803	0.08622749144
804	0.08622300505
805	0.08621345911
806	0.08619905402
807	0.08619857409
808	0.08619463351
809	0.08619372412
810	0.08618952227
811	0.08618631812
812	0.08618243172
813	0.08613790452
814	0.0861003131
815	0.08609845017
816	0.0860945598
817	0.08607591899
818	0.08607376884
819	0.08607185052
820	0.08603129448
821	0.0860291854
822	0.08602805491
823	0.0860212126
824	0.08597836619
825	0.08590286674
826	0.08590004478
827	0.08588666034
828	0.08587967999
829	0.08587193419
830	0.0858649273
831	0.08583313128
832	0.08578551246
833	0.08578261473
834	0.0857818448
835	0.08578003418
836	0.08577594745
837	0.08576786226
838	0.08573164935
839	0.0856616686
840	0.08564855621
841	0.08558527073
842	0.08558470255
843	0.08556729083
844	0.08553414958
845	0.08546801111
846	0.08542650996
847	0.08542376573
848	0.08541744005
849	0.08528159904
850	0.08527899057
851	0.08527509686
852	0.0852731095
853	0.08518924536
854	0.0851750505
855	0.08517427934
856	0.08516915374
857	0.08514953896
858	0.08514878462
859	0.08505052681
860	0.08503812245
861	0.08491206884
862	0.08487531978
863	0.08482823277
864	0.08475179867
865	0.08475005168
866	0.08471809853
867	0.08471752883
868	0.08470955252
869	0.08470427027
870	0.08470266368
871	0.08469987886
872	0.08467901974
873	0.08467575414
874	0.0845705449
875	0.0845449883
876	0.08454373925
877	0.08454001771
878	0.08453932661
879	0.08453864839
880	0.08453791006
881	0.08448122837
882	0.08445105563
883	0.0844497751
884	0.08444911764
885	0.08443549461
886	0.08442834271
887	0.08442655464
888	0.08438203411
889	0.08438104068
890	0.0842839459
891	0.08423911307
892	0.08423607167
893	0.08423419336
894	0.08423305601
895	0.08413416007
896	0.08413309901
897	0.08410386714
898	0.08410305164
899	0.08408258826
900	0.08408198835
901	0.0840793815
902	0.08407464236
903	0.08407336473
904	0.08404565785
905	0.08404482884
906	0.0840437796
907	0.08404168541
908	0.08404034683
909	0.0840074369
910	0.08400551892
911	0.08400461607
912	0.08394466068
913	0.08393977126
914	0.08393851752
915	0.08393499397
916	0.08393445354
917	0.08393142704
918	0.08393089955
919	0.08392864256
920	0.0839279594
921	0.08392710761
922	0.08390840912
923	0.08390750522
924	0.08390679594
925	0.08389119884
926	0.08385052722
927	0.08384616034
928	0.08382969052
929	0.08382177693
930	0.08382093271
931	0.08381396218
932	0.08381318716
933	0.0838124944
934	0.08381174967
935	0.08374412524
936	0.08374331924
937	0.08374281224
938	0.08368920412
939	0.08368587388
940	0.08368543591
941	0.08365964363
942	0.08365902768
943	0.08365851149
944	0.08364590937
945	0.08364514581
946	0.08364425642
947	0.0836382474
948	0.08362884902
949	0.08361711476
950	0.08361553503
951	0.08360941977
952	0.08359167041
953	0.08358366916
954	0.0835832046
955	0.08358053878
956	0.08357897138
957	0.0835719025
958	0.08357155078
959	0.08357111221
960	0.0835652282
961	0.08356488079
962	0.08356442047
963	0.08355911361
964	0.08355783678
965	0.08355725482
966	0.08351589916
967	0.08350984179
968	0.08349215384
969	0.08345406639
970	0.08343039482
971	0.0834237875
972	0.08342338295
973	0.08342232155
974	0.08341325994
975	0.08341273353
976	0.08340991434
977	0.08340951842
978	0.08340371004
979	0.08339131746
980	0.0833838584
981	0.08338026354
982	0.08336381921
983	0.08336006241
984	0.08334846446
985	0.08334710169
986	0.08334501176
987	0.08334273455
988	0.08331008482
989	0.0833096231
990	0.08330756708
991	0.08330709663
992	0.08328206301
993	0.08328159677
994	0.08327987559
995	0.0832571134
996	0.08325146002
997	0.08325046617
998	0.08324837382
999	0.08324777226
1000	0.08324450283
1001	0.08323635485
1002	0.08323606711
1003	0.0832343537
1004	0.08323226095
1005	0.08323199935
1006	0.0832051419
1007	0.08320319234
1008	0.0832010988
1009	0.08320090689
1010	0.08318981022
1011	0.08318162198
1012	0.0831813515
1013	0.08318105484
1014	0.0831775123
1015	0.08317709346
1016	0.08316200533
1017	0.08315631931
1018	0.08314307367
1019	0.08313365424
1020	0.08311109652
1021	0.08306018271
1022	0.08304862591
1023	0.08301902529
1024	0.08297751508
1025	0.08297138779
1026	0.08297115162
1027	0.08294628786
1028	0.08293475019
1029	0.08293291679
1030	0.08292953868
1031	0.08292265076
1032	0.08292242319
1033	0.0829182919
1034	0.0829166332
1035	0.082848265
1036	0.08284809856
1037	0.08283702472
1038	0.08279189051
1039	0.08275672136
1040	0.0827530291
1041	0.08271490403
1042	0.08268208539
1043	0.08267996548
1044	0.08267687112
1045	0.08267499688
1046	0.08267256954
1047	0.08266894374
1048	0.08261970766
1049	0.08261755541
1050	0.08261622889
1051	0.0826135099
1052	0.08261282905
1053	0.08260088016
1054	0.08258469368
1055	0.08258354241
1056	0.08247133022
1057	0.08246619064
1058	0.08246307945
1059	0.08246197048
1060	0.08244947157
1061	0.08244923829
1062	0.08244908865
1063	0.08244886858
1064	0.08244824358
1065	0.08241151431
1066	0.08241129414
1067	0.08240048749
1068	0.08239455071
1069	0.08238285649
1070	0.08238264064
1071	0.08238044256
1072	0.08235304301
1073	0.08234843807
1074	0.08234755231
1075	0.08234558685
1076	0.08234388576
1077	0.08232910335
1078	0.08231095005
1079	0.08230773159
1080	0.08228836525
1081	0.08228770816
1082	0.08228526939
1083	0.08227792176
1084	0.08226786512
1085	0.08226599481
1086	0.08225307787
1087	0.08224997185
1088	0.08224483609
1089	0.08224465518
1090	0.08223467832
1091	0.08223368542
1092	0.08222464287
1093	0.08222378667
1094	0.08220666957
1095	0.08220488615
1096	0.08220321747
1097	0.08220161938
1098	0.0821968073
1099	0.08213167512
1100	0.08212730522
1101	0.08212473796
1102	0.08212285996
1103	0.08212137521
1104	0.08209224036
1105	0.08203779254
1106	0.08201573427
1107	0.08201556613
1108	0.08200283102
1109	0.08200238848
1110	0.08199806037
1111	0.08199696724
1112	0.08199405511
1113	0.08199389578
1114	0.08196347152
1115	0.08196188647
1116	0.08195950885
1117	0.0819494397
1118	0.08194812894
1119	0.08194645503
1120	0.08194306725
1121	0.08186606713
1122	0.08186224604
1123	0.08185317576
1124	0.08185308265
1125	0.08183850868
1126	0.08183835791
1127	0.08183826923
1128	0.08183804308
1129	0.08183788788
1130	0.08183773712
1131	0.08182644672
1132	0.08182094286
1133	0.08182080093
1134	0.08181685796
1135	0.08169263036
1136	0.08166311592
1137	0.08166297372
1138	0.08166150727
1139	0.08166012078
1140	0.08166004079
1141	0.08164007631
1142	0.08163963626
1143	0.08163949846
1144	0.08163493774
1145	0.08163479993
1146	0.08163331075
1147	0.0816318571
1148	0.08159724199
1149	0.08159680615
1150	0.08159266111
1151	0.08159243873
1152	0.08158039377
1153	0.08157741784
1154	0.08157729328
1155	0.08157717317
1156	0.08157465977
1157	0.08157453966
1158	0.08157441955
1159	0.08153950413
1160	0.08152049392
1161	0.0814935578
1162	0.08148641044
1163	0.08148335982
1164	0.08148323957
1165	0.08148052286
1166	0.08147691974
1167	0.08147595324
1168	0.08147317838
1169	0.08147185105
1170	0.08147135663
1171	0.08146802037
1172	0.08145709303
1173	0.0814450236
1174	0.08144491666
1175	0.08144444436
1176	0.08144433297
1177	0.08143940484
1178	0.08143888349
1179	0.081438781
1180	0.08143872753
1181	0.08143801457
1182	0.0814364906
1183	0.08143348713
1184	0.08143339354
1185	0.08143334452
1186	0.08142809486
1187	0.08142658852
1188	0.08142649493
1189	0.08142216295
1190	0.08140933946
1191	0.08140521163
1192	0.08139728078
1193	0.08138279462
1194	0.08137457172
1195	0.08137228843
1196	0.08136312338
1197	0.08135502785
1198	0.0813529492
1199	0.08134897017
1200	0.08134888096
1201	0.08133501974
1202	0.08133099968
1203	0.08133095952
1204	0.08132943354
1205	0.08132667153
1206	0.08132658229
1207	0.08132256627
1208	0.08132247256
1209	0.08131863931
1210	0.08131635891
1211	0.08127073741
1212	0.081267768
1213	0.08126768762
1214	0.08121265124
1215	0.0812043843
1216	0.08120366034
1217	0.08119817684
1218	0.08119810086
1219	0.08119659473
1220	0.08119651875
1221	0.08119644278
1222	0.08118815183
1223	0.08118348976
1224	0.08118252871
1225	0.08118163917
1226	0.08118156317
1227	0.08118148718
1228	0.08118141566
1229	0.08117473704
1230	0.08117332883
1231	0.08117326177
1232	0.0811726806
1233	0.08117265377
1234	0.0811525202
1235	0.0811469438
1236	0.08114498951
1237	0.08114184108
1238	0.08113600453
1239	0.0811359777
1240	0.08111668055
1241	0.08111417526
1242	0.08110970132
1243	0.08110626517
1244	0.08110619805
1245	0.08109650176
1246	0.08109341857
1247	0.08109310533
1248	0.08109088123
1249	0.08108476802
1250	0.08108447711
1251	0.08108163515
1252	0.08108156354
1253	0.08107943312
1254	0.08107619263
1255	0.08107316238
1256	0.08106787596
1257	0.08106622864
1258	0.08106352929
1259	0.08106338603
1260	0.08106331889
1261	0.08105670217
1262	0.08105663949
1263	0.08105657681
1264	0.08105471884
1265	0.0810537294
1266	0.0810467134
1267	0.08104142077
1268	0.08103018512
1269	0.081029585
1270	0.0810295223
1271	0.08102876544
1272	0.08102873409
1273	0.08102534824
1274	0.08102484663
1275	0.08102482871
1276	0.08102336863
1277	0.0810230999
1278	0.08101467923
1279	0.0810118841
1280	0.08101048201
1281	0.08101042378
1282	0.08100863194
1283	0.0809749425
1284	0.08097337844
1285	0.08094101038
1286	0.08092572059
1287	0.08092406141
1288	0.08092351432
1289	0.08092261296
1290	0.08091106479
1291	0.0809109437
1292	0.08090779513
1293	0.08090558837
1294	0.08090368656
1295	0.0809002596
1296	0.08090025063
1297	0.08090020128
1298	0.08089127884
1299	0.08089110836
1300	0.08089053862
1301	0.08089048927
1302	0.08087533352
1303	0.08086307852
1304	0.08082429094
1305	0.08082320888
1306	0.08082237824
1307	0.08082233334
1308	0.08082020507
1309	0.08079854198
1310	0.08079852402
1311	0.08079846563
1312	0.08079705086
1313	0.08079485455
1314	0.08079484108
1315	0.08079478269
1316	0.08079210122
1317	0.08079204732
1318	0.08078895251
1319	0.08078390803
1320	0.08078386311
1321	0.08078380921
1322	0.0807820393
1323	0.08075540959
1324	0.08075429065
1325	0.08075197184
1326	0.08075191791
1327	0.08074885303
1328	0.080746579
1329	0.08073983745
1330	0.08073932507
1331	0.08073926664
1332	0.08073922619
1333	0.08073919023
1334	0.0807378778
1335	0.08073727551
1336	0.08073703729
1337	0.08073699684
1338	0.08073696987
1339	0.08072559294
1340	0.08072555248
1341	0.08072487818
1342	0.08072385322
1343	0.08072125481
1344	0.08072122784
1345	0.08072117389
1346	0.08072112894
1347	0.08072108848
1348	0.08071436727
1349	0.08071386822
1350	0.08071383225
1351	0.08071381876
1352	0.08071293754
1353	0.0806511021
1354	0.08062590095
1355	0.08061399067
1356	0.08061334244
1357	0.08061328392
1358	0.0806132479
1359	0.08061064593
1360	0.08061017774
1361	0.08061013723
1362	0.08061010121
1363	0.08060107912
1364	0.08060102509
1365	0.08060098908
1366	0.08060095306
1367	0.08059100686
1368	0.08059097534
1369	0.08059093031
1370	0.08057483098
1371	0.08057413739
1372	0.08057395724
1373	0.08057392571
1374	0.08057138552
1375	0.080571363
1376	0.08055927799
1377	0.08055844463
1378	0.08055808876
1379	0.08055704816
1380	0.08054502858
1381	0.08054452848
1382	0.08054323991
1383	0.08054107272
1384	0.08054102766
1385	0.08053993278
1386	0.08052895612
1387	0.08052687417
1388	0.08052664434
1389	0.08052543209
1390	0.08052510762
1391	0.08052507608
1392	0.0805234492
1393	0.08052341315
1394	0.08043535038
1395	0.08043496238
1396	0.08043381643
1397	0.08043368108
1398	0.08043365401
1399	0.08043329307
1400	0.08042994082
1401	0.08042975584
1402	0.08042963853
1403	0.0804288715
1404	0.08042886248
1405	0.08042883089
1406	0.08042847445
1407	0.08042833909
1408	0.08042830751
1409	0.08042827592
1410	0.08042814056
1411	0.08042809544
1412	0.08042646209
1413	0.08042403907
1414	0.08042400749
1415	0.08042359236
1416	0.08041673799
1417	0.08041625514
1418	0.08041624612
1419	0.08039094426
1420	0.08039089912
1421	0.08039054703
1422	0.08037842579
1423	0.08037811427
1424	0.08037808719
1425	0.08037741899
1426	0.08037729258
1427	0.08037728355
1428	0.08037668307
1429	0.08037655214
1430	0.08036687168
1431	0.08033538404
1432	0.08032290208
1433	0.08032275751
1434	0.08032272589
1435	0.08030528491
1436	0.08030525328
1437	0.0803046839
1438	0.08030465679
1439	0.08030464775
1440	0.0803035632
1441	0.08030350446
1442	0.08028560731
1443	0.08028445922
1444	0.0802810872
1445	0.08024824093
1446	0.08024820928
1447	0.08024769828
1448	0.08024734555
1449	0.08024731842
1450	0.08024719632
1451	0.08024713301
1452	0.08024666723
1453	0.08024634616
1454	0.08024621049
1455	0.08024618336
1456	0.08024617431
1457	0.08024614718
1458	0.08024602508
1459	0.08024533318
1460	0.08024491261
1461	0.08024365993
1462	0.08024143942
1463	0.08024141681
1464	0.08022448288
1465	0.08020837785
1466	0.08020677622
1467	0.08020674907
1468	0.08020605683
1469	0.08020602516
1470	0.08020565868
1471	0.08020562248
1472	0.08020559534
1473	0.08020538721
1474	0.08020536459
1475	0.08020499358
1476	0.08020387601
1477	0.08020213402
1478	0.08019672231
1479	0.08019668611
1480	0.08019616574
1481	0.08019613859
1482	0.08019583541
1483	0.08019493039
1484	0.08017623504
1485	0.08017621241
1486	0.08017572359
1487	0.08015067632
1488	0.08015036391
1489	0.08015027336
1490	0.08015025525
1491	0.08009098945
1492	0.08000915006
1493	0.08000912738
1494	0.08000908656
1495	0.08000118515
1496	0.08000111257
1497	0.08000064989
1498	0.079992793
1499	0.07999272496
1500	0.07999270681
1501	0.0799926932
