iter	RMSE
1502	0.07998209061
1503	0.07995828978
1504	0.07995826255
1505	0.0799582444
1506	0.07995243492
1507	0.07994179975
1508	0.07994179067
1509	0.07988187959
1510	0.07988170242
1511	0.07988167516
1512	0.07988164791
1513	0.07988162973
1514	0.07987819073
1515	0.079871912
1516	0.07987110327
1517	0.07987106692
1518	0.07987105784
1519	0.07987051716
1520	0.07987008553
1521	0.07986964481
1522	0.07986961301
1523	0.07986924044
1524	0.0798678501
1525	0.07985398174
1526	0.07985396357
1527	0.07985273202
1528	0.07984571957
1529	0.07984569684
1530	0.07984563321
1531	0.07984436518
1532	0.0798371929
1533	0.07983716109
1534	0.07983713381
1535	0.07983710654
1536	0.07983679291
1537	0.07983674291
1538	0.07983656564
1539	0.07981262593
1540	0.07981259865
1541	0.07981257137
1542	0.07981233494
1543	0.07981230766
1544	0.07981193027
1545	0.07981191663
1546	0.07980666035
1547	0.07980534167
1548	0.07980368648
1549	0.07980353187
1550	0.07980334998
1551	0.07980331815
1552	0.07980301348
1553	0.07980270426
1554	0.07977843598
1555	0.07977534279
1556	0.07977261341
1557	0.07976865563
1558	0.07975699953
1559	0.07975686758
1560	0.07975683573
1561	0.07973554367
1562	0.07973465163
1563	0.0797343285
1564	0.07973431029
1565	0.07973429209
1566	0.07973418741
1567	0.07973070108
1568	0.07973067832
1569	0.07973019587
1570	0.07972996829
1571	0.07972995464
1572	0.07972993188
1573	0.07972990457
1574	0.07969186326
1575	0.07969178584
1576	0.07969176308
1577	0.07964226756
1578	0.07964224022
1579	0.07964221288
1580	0.07963820761
1581	0.07963818483
1582	0.07963815749
1583	0.07963813926
1584	0.07963452113
1585	0.07962365209
1586	0.07962236685
1587	0.07962234406
1588	0.07961919011
1589	0.07961916276
1590	0.07951294942
1591	0.07951292204
1592	0.07950762772
1593	0.07950542774
1594	0.07950472483
1595	0.07950435512
1596	0.07949382891
1597	0.07949381065
1598	0.07949021334
1599	0.07948829137
1600	0.0794882731
1601	0.07948825028
1602	0.07948822745
1603	0.07938450859
1604	0.07938086976
1605	0.07937684674
1606	0.07937408536
1607	0.07937375161
1608	0.07932642279
1609	0.07931491216
1610	0.07931489386
1611	0.07931385984
1612	0.07931385069
1613	0.07931375918
1614	0.07931374545
1615	0.07931372258
1616	0.07931370427
1617	0.07928081883
1618	0.07927915268
1619	0.07927914811
1620	0.07927874987
1621	0.07927872241
1622	0.07927871326
1623	0.07927718439
1624	0.07927674495
1625	0.0792767358
1626	0.0792720666
1627	0.07927163629
1628	0.07927069784
1629	0.07927067495
1630	0.07927050099
1631	0.07925390448
1632	0.07925389075
1633	0.07922260203
1634	0.07922259287
1635	0.07922100796
1636	0.07917323031
1637	0.07916360898
1638	0.07916359065
1639	0.07911881475
1640	0.07911257208
1641	0.07911253997
1642	0.07911233355
1643	0.07911177394
1644	0.07910132394
1645	0.07910098445
1646	0.07910079177
1647	0.07910077342
1648	0.07909878234
1649	0.07909360713
1650	0.07909327678
1651	0.07908926666
1652	0.07908895465
1653	0.07908836275
1654	0.07908579779
1655	0.07908547659
1656	0.07908515997
1657	0.07907633561
1658	0.07907539025
1659	0.07907522504
1660	0.07907506442
1661	0.07907505065
1662	0.07907390335
1663	0.07905501175
1664	0.0790549842
1665	0.0790497694
1666	0.07904322745
1667	0.07904012845
1668	0.0790398897
1669	0.0790393158
1670	0.07903906787
1671	0.07895281511
1672	0.07895279672
1673	0.07895250256
1674	0.07895247958
1675	0.07895047556
1676	0.07894800724
1677	0.07894693624
1678	0.0789458882
1679	0.07893976057
1680	0.07893870784
1681	0.07893784818
1682	0.07893660694
1683	0.07893556796
1684	0.07892207375
1685	0.0789197379
1686	0.07891960915
1687	0.0789194666
1688	0.07891917691
1689	0.07891889642
1690	0.07891879066
1691	0.07891788479
1692	0.07891482685
1693	0.07891459233
1694	0.07891445897
1695	0.07891438539
1696	0.07890926707
1697	0.07890828751
1698	0.07890502224
1699	0.07890443356
1700	0.07890437837
1701	0.07890427259
1702	0.07890399664
1703	0.07889852809
1704	0.07889789336
1705	0.07889574997
1706	0.07889477025
1707	0.07889385491
1708	0.07889296716
1709	0.07887662247
1710	0.07887573912
1711	0.07881662458
1712	0.07881476445
1713	0.07881385278
1714	0.07881061123
1715	0.07880993895
1716	0.07880947849
1717	0.07880735112
1718	0.07880589139
1719	0.07878019671
1720	0.07877996639
1721	0.07877820213
1722	0.07877737757
1723	0.07876280118
1724	0.07876189813
1725	0.07876109183
1726	0.078760585
1727	0.0787568298
1728	0.078738217
1729	0.07869540331
1730	0.07869502057
1731	0.07869421819
1732	0.07869340658
1733	0.07869326824
1734	0.07869051516
1735	0.07868960205
1736	0.07868913627
1737	0.07868837073
1738	0.0786861709
1739	0.07868594953
1740	0.07868481039
1741	0.07868468587
1742	0.07867588116
1743	0.0786754153
1744	0.0786749356
1745	0.07867241713
1746	0.07867195586
1747	0.07866987089
1748	0.07866961257
1749	0.07866930351
1750	0.07861217106
1751	0.07861204181
1752	0.07861161711
1753	0.07861119704
1754	0.07861046305
1755	0.07861024608
1756	0.07860952132
1757	0.07853787509
1758	0.07853748234
1759	0.07853721434
1760	0.07853663677
1761	0.0785229862
1762	0.07851658524
1763	0.07851594742
1764	0.07844809692
1765	0.07844714861
1766	0.07844694045
1767	0.07843866886
1768	0.07843834501
1769	0.07843250623
1770	0.07843211758
1771	0.07843208057
1772	0.07842480689
1773	0.0784122846
1774	0.07841205321
1775	0.07841192362
1776	0.07841030381
1777	0.07841018811
1778	0.07836278672
1779	0.07836240698
1780	0.07836200872
1781	0.07836195778
1782	0.07836164751
1783	0.07836053144
1784	0.07833724317
1785	0.07833603411
1786	0.0783356774
1787	0.07833541335
1788	0.07833515393
1789	0.07833368077
1790	0.07833333796
1791	0.07833315729
1792	0.07831341046
1793	0.07831334095
1794	0.0782613137
1795	0.07826102157
1796	0.07826076654
1797	0.07826053006
1798	0.07826026575
1799	0.07825949138
1800	0.0782581049
1801	0.07825154778
1802	0.07825140866
1803	0.07825127881
1804	0.07812406171
1805	0.07812393629
1806	0.07812366688
1807	0.07809149315
1808	0.07809121898
1809	0.07809109351
1810	0.0780527556
1811	0.07805243944
1812	0.07805222093
1813	0.0780420057
1814	0.07804171276
1815	0.07804162441
1816	0.0780397551
1817	0.07799987062
1818	0.07798393206
1819	0.07797853626
1820	0.07797841992
1821	0.07794275263
1822	0.07793533784
1823	0.07793376167
1824	0.07793367552
1825	0.07793216684
1826	0.07793154287
1827	0.07792983158
1828	0.07792951493
1829	0.07792940782
1830	0.07792771977
1831	0.07792529822
1832	0.07792519577
1833	0.07791623771
1834	0.07791610032
1835	0.07791324292
1836	0.07791295648
1837	0.07790821021
1838	0.07781812996
1839	0.07781776156
1840	0.07781348517
1841	0.07781275065
1842	0.07781208142
1843	0.07780682529
1844	0.07780499698
1845	0.07780192795
1846	0.07780132392
1847	0.07779556095
1848	0.0777442281
1849	0.07774108898
1850	0.0777409046
1851	0.07772444137
1852	0.07770579611
1853	0.0777056957
1854	0.07770437173
1855	0.07769496785
1856	0.07769433497
1857	0.07769383753
1858	0.07769336578
1859	0.07769279127
1860	0.07767980995
1861	0.07767959739
1862	0.07767819589
1863	0.07767221588
1864	0.07766934484
1865	0.07766908787
1866	0.07766884491
1867	0.07766831227
1868	0.07766812071
1869	0.07766790578
1870	0.07766764413
1871	0.07761525886
1872	0.07761502041
1873	0.07756837753
1874	0.07755029138
1875	0.07754958712
1876	0.07754902792
1877	0.07754701338
1878	0.07749050522
1879	0.07748992452
1880	0.07748972783
1881	0.07748953114
1882	0.07748924547
1883	0.07748906283
1884	0.07748395573
1885	0.07748380118
1886	0.07747606611
1887	0.07747274985
1888	0.07745165918
1889	0.07745004036
1890	0.07744984826
1891	0.07743409876
1892	0.07743387147
1893	0.0774322968
1894	0.07743217964
1895	0.07742894117
1896	0.07742884743
1897	0.07742866465
1898	0.0773546581
1899	0.07735402948
1900	0.07735381837
1901	0.07735373627
1902	0.07735240393
1903	0.07735228899
1904	0.07734710952
1905	0.07734692889
1906	0.07734468622
1907	0.07734421469
1908	0.07734166461
1909	0.07734027341
1910	0.07733879537
1911	0.07727287929
1912	0.0772726844
1913	0.07727086459
1914	0.07727069552
1915	0.0772577748
1916	0.07724606866
1917	0.07724590894
1918	0.07721483345
1919	0.07720985391
1920	0.07720971291
1921	0.07720410084
1922	0.07718750666
1923	0.07718732331
1924	0.07718644649
1925	0.07716792283
1926	0.07716229596
1927	0.07716219485
1928	0.07715290126
1929	0.07715274134
1930	0.07714523415
1931	0.07714301384
1932	0.07712655944
1933	0.07712520435
1934	0.07711815799
1935	0.07711800741
1936	0.07711786859
1937	0.0771156922
1938	0.07711557455
1939	0.07711474162
1940	0.07710608004
1941	0.07710184889
1942	0.07710172417
1943	0.07710166298
1944	0.077087184
1945	0.07708689448
1946	0.07708620482
1947	0.07708608243
1948	0.07708344142
1949	0.07708326253
1950	0.07708323664
1951	0.07708003764
1952	0.07707990817
1953	0.07707958568
1954	0.07703025843
1955	0.07701705942
1956	0.07701372103
1957	0.07701335349
1958	0.07701323805
1959	0.07699084787
1960	0.07698978028
1961	0.07698938434
1962	0.07698813525
1963	0.07698485218
1964	0.07698415689
1965	0.07698369965
1966	0.07698341446
1967	0.0769764329
1968	0.07697506574
1969	0.07693635094
1970	0.07693619765
1971	0.07693565993
1972	0.07693547126
1973	0.07692667863
1974	0.07692613613
1975	0.07691346657
1976	0.07689920934
1977	0.07689678372
1978	0.07689660439
1979	0.07688887632
1980	0.076867557
1981	0.076863596
1982	0.07684981353
1983	0.07684967187
1984	0.07684948771
1985	0.07684536522
1986	0.07684518105
1987	0.07676134904
1988	0.07676119067
1989	0.07676102521
1990	0.07672324534
1991	0.07670394274
1992	0.07669853496
1993	0.07669841668
1994	0.07665126576
1995	0.07665100537
1996	0.07665040885
1997	0.07665033073
1998	0.07656624273
1999	0.07656129684
2000	0.07656113806
2001	0.0765525513
2002	0.07655189239
2003	0.07653189459
2004	0.07653177131
2005	0.07652908509
2006	0.07652895469
2007	0.07652889305
2008	0.07652874605
2009	0.07652681134
2010	0.07652666434
2011	0.07651606523
2012	0.07651593717
2013	0.07651580912
2014	0.07651491749
2015	0.07651096195
2016	0.07651086235
2017	0.07650985209
2018	0.07650976197
2019	0.07649415099
2020	0.07648312272
2021	0.0764819911
2022	0.07648143359
2023	0.07648048225
2024	0.07648036363
2025	0.07647172035
2026	0.0764566949
2027	0.0764555439
2028	0.07645542524
2029	0.0764258137
2030	0.07642317837
2031	0.07642306915
2032	0.07642278662
2033	0.07639932093
2034	0.07639561116
2035	0.07639446637
2036	0.07639386784
2037	0.07639374908
2038	0.07639255676
2039	0.07637738983
2040	0.07636964724
2041	0.07636069441
2042	0.07634922622
2043	0.07634102681
2044	0.07634091273
2045	0.0763390612
2046	0.07633890671
2047	0.07633883065
2048	0.07633025454
2049	0.07632505326
2050	0.07632495817
2051	0.07632482742
2052	0.07632462535
2053	0.07632448985
2054	0.07632439
2055	0.07631489691
2056	0.07631394587
2057	0.07631385077
2058	0.07631370811
2059	0.07630326727
2060	0.07630320545
2061	0.0763005968
2062	0.07624278408
2063	0.07624026142
2064	0.0762140684
2065	0.07621401126
2066	0.07621319943
2067	0.07621109719
2068	0.07621003296
2069	0.07620906395
2070	0.07620788302
2071	0.07620640683
2072	0.07620463538
2073	0.07620033513
2074	0.07618821408
2075	0.07617802519
2076	0.07617792039
2077	0.07617720583
2078	0.07614109037
2079	0.0761288431
2080	0.07612864289
2081	0.07612056275
2082	0.07610283823
2083	0.07610174864
2084	0.07610106675
2085	0.07610097138
2086	0.07609933099
2087	0.07608977881
2088	0.07608823118
2089	0.07608630673
2090	0.07608597526
2091	0.07608293704
2092	0.07607435833
2093	0.07607376443
2094	0.07607277699
2095	0.07607024392
2096	0.07607012943
2097	0.07599079819
2098	0.0759901344
2099	0.07599002695
2100	0.07598914587
2101	0.07598284427
2102	0.07597615288
2103	0.07597565614
2104	0.07597551762
2105	0.07597027056
2106	0.07597016547
2107	0.07597006038
2108	0.07596673331
2109	0.07596319828
2110	0.07593424305
2111	0.07593396587
2112	0.07593386312
2113	0.07591974218
2114	0.07589841839
2115	0.07589833232
2116	0.07589766294
2117	0.07589678079
2118	0.07589466262
2119	0.07589438051
2120	0.07588801605
2121	0.07586747018
2122	0.07586341152
2123	0.07585064817
2124	0.07584949515
2125	0.07584927986
2126	0.07584918178
2127	0.0758490837
2128	0.07584899758
2129	0.07584814835
2130	0.07584395708
2131	0.07584278003
2132	0.07584234462
2133	0.07577357513
2134	0.07577103445
2135	0.0757568161
2136	0.07571591118
2137	0.07571582731
2138	0.07570812491
2139	0.07569542406
2140	0.07569529222
2141	0.07569076887
2142	0.07569069216
2143	0.07568678704
2144	0.07568671752
2145	0.07568378794
2146	0.07568371122
2147	0.07568188917
2148	0.07568161106
2149	0.07567869807
2150	0.0756715314
2151	0.07564923341
2152	0.07564698838
2153	0.07563469469
2154	0.07563315694
2155	0.07562424648
2156	0.07562396816
2157	0.07560732956
2158	0.07558759556
2159	0.07557014702
2160	0.07556909296
2161	0.0755689561
2162	0.07556721052
2163	0.07556706886
2164	0.07555744939
2165	0.07555710119
2166	0.07555701474
2167	0.0755569499
2168	0.07555572036
2169	0.07555548741
2170	0.07555490385
2171	0.07555395285
2172	0.07555388321
2173	0.07555342451
2174	0.07555275208
2175	0.07555266082
2176	0.07555257917
2177	0.07555241586
2178	0.07554677675
2179	0.0755467143
2180	0.07554663985
2181	0.07554597456
2182	0.07554590971
2183	0.07554585687
2184	0.07554580643
2185	0.07553846862
2186	0.07553091389
2187	0.07553072651
2188	0.0755306112
2189	0.07553055115
2190	0.07552987851
2191	0.07552981605
2192	0.07552842991
2193	0.07552835784
2194	0.07551981703
2195	0.07551975457
2196	0.07551971853
2197	0.07551970411
2198	0.0755195119
2199	0.07551825772
2200	0.07551817844
2201	0.07551747445
2202	0.07551672721
2203	0.07545236719
2204	0.07543750912
2205	0.07543656626
2206	0.07543648929
2207	0.07542260482
2208	0.07541889512
2209	0.07541330858
2210	0.07541279851
2211	0.07541270708
2212	0.07541186015
2213	0.07541179759
2214	0.07537408529
2215	0.07537060913
2216	0.07536908044
2217	0.07536895284
2218	0.07536855802
2219	0.07536796098
2220	0.07536787912
2221	0.07536781172
2222	0.07536707984
2223	0.07536706059
2224	0.0753592166
2225	0.07535539543
2226	0.07534940204
2227	0.07534583323
2228	0.07534076147
2229	0.07533974274
2230	0.07531467482
2231	0.07527320181
2232	0.07523840806
2233	0.07523648117
2234	0.07523642811
2235	0.07523606877
2236	0.07523595301
2237	0.07523584208
2238	0.07523003935
2239	0.07522997905
2240	0.07522154909
2241	0.0752211125
2242	0.07522011627
2243	0.07521074676
2244	0.0752104066
2245	0.07521025461
2246	0.07521007367
2247	0.0752100013
2248	0.07520998682
2249	0.07520708693
2250	0.07520694217
2251	0.07520608328
2252	0.07518791876
2253	0.07518784878
2254	0.07518774742
2255	0.07518597368
2256	0.07518595679
2257	0.07518590611
2258	0.07518114697
2259	0.0751810987
2260	0.07518105767
2261	0.07517365046
2262	0.07517292153
2263	0.07517019882
2264	0.07517005882
2265	0.07516940227
2266	0.0751690064
2267	0.07516506935
2268	0.07516132522
2269	0.07515503147
2270	0.07515498077
2271	0.07515280547
2272	0.07515278857
2273	0.07515267993
2274	0.07515251575
2275	0.07515237089
2276	0.07515222361
2277	0.07515209324
2278	0.07514959674
2279	0.0751495243
2280	0.07514912833
2281	0.07514908729
2282	0.07514745992
2283	0.07511544142
2284	0.07510857371
2285	0.07510625936
2286	0.07510599121
2287	0.0751058535
2288	0.07509852585
2289	0.07509790492
2290	0.07509375392
2291	0.07508646859
2292	0.07508619553
2293	0.07508451363
2294	0.07507748117
2295	0.07507647579
2296	0.07507592475
2297	0.07507504019
2298	0.07507498944
2299	0.07507266198
2300	0.07507253146
2301	0.07507249279
2302	0.07507248554
2303	0.07507095803
2304	0.07507092419
2305	0.07506983654
2306	0.07506982204
2307	0.07506685872
2308	0.07506672578
2309	0.07506667985
2310	0.07506654691
2311	0.07506654208
2312	0.07506648407
2313	0.07506644539
2314	0.07506512563
2315	0.0750628728
2316	0.07504879106
2317	0.07504723405
2318	0.07504588736
2319	0.07504570844
2320	0.07504131277
2321	0.07499254655
2322	0.07499239654
2323	0.07499154729
2324	0.07499145535
2325	0.07499131743
2326	0.07499084562
2327	0.07499078029
2328	0.07499076819
2329	0.07499067383
2330	0.07499025041
2331	0.0749901754
2332	0.07499005442
2333	0.07499003022
2334	0.07499002296
2335	0.07498989715
2336	0.07498888817
2337	0.07497925503
2338	0.07497924293
2339	0.07497913645
2340	0.07497867666
2341	0.07497812007
2342	0.07497808377
2343	0.07497651319
2344	0.07497640671
2345	0.0749758138
2346	0.07496635809
2347	0.07495013514
2348	0.07494965823
2349	0.07494278016
2350	0.07494275837
2351	0.07494275353
2352	0.07493961086
2353	0.07493697653
2354	0.07493633973
2355	0.07493628646
2356	0.07493611697
2357	0.07493598864
2358	0.07493518717
2359	0.07493239287
2360	0.07493222337
2361	0.07493075596
2362	0.07493064457
2363	0.07492985031
2364	0.07492979946
2365	0.0749175673
2366	0.07490026306
2367	0.07490015647
2368	0.07489715252
2369	0.07489044165
2370	0.07488806484
2371	0.07488758753
2372	0.07488648269
2373	0.07488642453
2374	0.07488638334
2375	0.07487954793
2376	0.07487951643
2377	0.07487941708
2378	0.07487541876
2379	0.07487237504
2380	0.07486933121
2381	0.07486417869
2382	0.07486412537
2383	0.07486395329
2384	0.07486381757
2385	0.07486023773
2386	0.07485952271
2387	0.0748440839
2388	0.07484125226
2389	0.07479946824
2390	0.07479782842
2391	0.07479771926
2392	0.07479583438
2393	0.07479583438
2394	0.07479572764
2395	0.07479125662
2396	0.07479065254
2397	0.07479064284
2398	0.07474847856
2399	0.07474795181
2400	0.07474742748
2401	0.07474653903
2402	0.07470057049
2403	0.07470048548
2404	0.07466823643
2405	0.07466820241
2406	0.0746681125
2407	0.07466794969
2408	0.07466793025
2409	0.07466782819
2410	0.07466778931
2411	0.07466770182
2412	0.0746656387
2413	0.07466261316
2414	0.07466259858
2415	0.07466064468
2416	0.07465948543
2417	0.07465944169
2418	0.07465934205
2419	0.07465808314
2420	0.07465785712
2421	0.07465517639
2422	0.07465508646
2423	0.07465504029
2424	0.07465352367
2425	0.07465338757
2426	0.07465198029
2427	0.07465184904
2428	0.0746516862
2429	0.07465162057
2430	0.07465138967
2431	0.07465125599
2432	0.07465020841
2433	0.07464858961
2434	0.07464855072
2435	0.07464733538
2436	0.07464644574
2437	0.07463990924
2438	0.07463865486
2439	0.07463654475
2440	0.0746363454
2441	0.07463628706
2442	0.07463452938
2443	0.07463054711
2444	0.07463021647
2445	0.07462912239
2446	0.07460336575
2447	0.07460327333
2448	0.07460324657
2449	0.07460321982
2450	0.07459806839
2451	0.07459572848
2452	0.07459522254
2453	0.07459511065
2454	0.07459252254
2455	0.07459220874
2456	0.07459130872
2457	0.07459115547
2458	0.07459057166
2459	0.07458577453
2460	0.0745830012
2461	0.07458243436
2462	0.07458024723
2463	0.07457973389
2464	0.07457600659
2465	0.07457441782
2466	0.07457408692
2467	0.07457107713
2468	0.07456940065
2469	0.07456779713
2470	0.07456697955
2471	0.07456617411
2472	0.07456585535
2473	0.07454804352
2474	0.07454708211
2475	0.07454632758
2476	0.07454589433
2477	0.07454585052
2478	0.07454570691
2479	0.07454540996
2480	0.07454462377
2481	0.07454407367
2482	0.0745366908
2483	0.07453624532
2484	0.07453574872
2485	0.0745347409
2486	0.07453444634
2487	0.07453199975
2488	0.0745293924
2489	0.07452866447
2490	0.07451799301
2491	0.07451779334
2492	0.07451775195
2493	0.07451679015
2494	0.07451110675
2495	0.07444426631
2496	0.07444423706
2497	0.07444417856
2498	0.07444400307
2499	0.07443560842
2500	0.07443556211
2501	0.07443485764
2502	0.07440000595
2503	0.07439874021
2504	0.07439844024
2505	0.07439030387
2506	0.0743896819
2507	0.07438813792
2508	0.07438806719
2509	0.07437994188
2510	0.07437907587
2511	0.07437860994
2512	0.07437854163
2513	0.07435458209
2514	0.07435399154
2515	0.07435371823
2516	0.07428633071
2517	0.07428418372
2518	0.07428400785
2519	0.07428389305
2520	0.07424370651
2521	0.07424287557
2522	0.07424273383
2523	0.07418238794
2524	0.07417694555
2525	0.07417593775
2526	0.07417544607
2527	0.07413013427
2528	0.07412939018
2529	0.07412886148
2530	0.074065172
2531	0.0740645669
2532	0.07406212929
2533	0.07406152171
2534	0.07406041924
2535	0.07406004929
2536	0.07405342183
2537	0.07405187084
2538	0.07405127788
2539	0.07405123868
2540	0.07405048154
2541	0.07404595573
2542	0.07404513973
2543	0.07404493144
2544	0.07404436783
2545	0.07404389733
2546	0.07404334352
2547	0.07404306171
2548	0.07404064789
2549	0.07403610432
2550	0.07401782428
2551	0.07400901354
2552	0.07400894489
2553	0.07400811132
2554	0.07400806719
2555	0.07400533351
2556	0.07400476714
2557	0.07400294298
2558	0.07400278606
2559	0.07397383122
2560	0.07397243064
2561	0.07397209951
2562	0.07397160893
2563	0.07397115023
2564	0.07397059097
2565	0.07396796874
2566	0.07396777495
2567	0.07396666126
2568	0.07394969393
2569	0.07394920566
2570	0.07394900201
2571	0.07394863887
2572	0.07394831008
2573	0.07394447734
2574	0.07394250691
2575	0.07394202841
2576	0.07394185173
2577	0.07394138304
2578	0.07393875486
2579	0.07393427374
2580	0.07392927204
2581	0.07392401473
2582	0.07392292003
2583	0.07392254203
2584	0.07392243894
2585	0.07392226222
2586	0.07391977327
2587	0.07391913998
2588	0.07391910316
2589	0.0739187276
2590	0.0739173137
2591	0.0739170265
2592	0.07391656011
2593	0.07391546284
2594	0.07391348673
2595	0.0739131946
2596	0.07391252197
2597	0.07391204082
2598	0.07391172659
2599	0.07390924957
2600	0.07390793615
2601	0.07390459726
2602	0.07390389755
2603	0.07390319783
2604	0.07390276326
2605	0.07390260613
2606	0.0739020488
2607	0.07390163878
2608	0.07390127049
2609	0.07390081873
2610	0.073886378
2611	0.07388284412
2612	0.07388254697
2613	0.07388182003
2614	0.07388164812
2615	0.07388138288
2616	0.07388124044
2617	0.07387932481
2618	0.07387889256
2619	0.07387393623
2620	0.0738195323
2621	0.0737919686
2622	0.07379193909
2623	0.07377928465
2624	0.07377879525
2625	0.07377840914
2626	0.07377809434
2627	0.07377784349
2628	0.07377747459
2629	0.073777268
2630	0.07377108491
2631	0.07374797613
2632	0.07374785311
2633	0.07374775716
2634	0.07374551575
2635	0.07374525494
2636	0.07374207846
2637	0.0737411902
2638	0.07374113361
2639	0.07374083588
2640	0.07373869761
2641	0.0737374156
2642	0.07373553315
2643	0.0737354175
2644	0.07373531907
2645	0.07373523048
2646	0.07373513943
2647	0.07373458576
2648	0.07373433476
2649	0.07373399024
2650	0.07373369741
2651	0.07373323723
2652	0.07373205111
2653	0.07369200682
2654	0.07369095299
2655	0.07369029311
2656	0.07368995331
2657	0.07368987452
2658	0.07368949287
2659	0.07368943623
2660	0.07368739989
2661	0.07368725215
2662	0.07368707486
2663	0.07368474788
2664	0.0736838417
2665	0.0736805025
2666	0.07367833539
2667	0.07367774927
2668	0.07367766061
2669	0.0736773577
2670	0.07367721733
2671	0.07367698091
2672	0.07367597612
2673	0.07367535058
2674	0.07367393201
2675	0.07367386798
2676	0.07367359953
2677	0.07367355767
2678	0.07367330646
2679	0.07367322765
2680	0.07367300599
2681	0.07367276463
2682	0.07367247155
2683	0.07367236565
2684	0.07367208981
2685	0.07367194696
2686	0.07367177949
2687	0.07367163664
2688	0.07366911214
2689	0.07366850378
2690	0.073668223
2691	0.07366795207
2692	0.07366768606
2693	0.07366564173
2694	0.07366538557
2695	0.07366507029
2696	0.07366261207
2697	0.07366256034
2698	0.07366068091
2699	0.07365266751
2700	0.07365231522
2701	0.07365196787
2702	0.07365170673
2703	0.07365145298
2704	0.07365120663
2705	0.07365045523
2706	0.07365020641
2707	0.07364996251
2708	0.0736498615
2709	0.07364816652
2710	0.07364803348
2711	0.07364796942
2712	0.07364777233
2713	0.07364736336
2714	0.07364720568
2715	0.07364542686
2716	0.07364539237
2717	0.07364532831
2718	0.07364508194
2719	0.07364475425
2720	0.07364455962
2721	0.07364428367
2722	0.07364406193
2723	0.07364384511
2724	0.0735966775
2725	0.07359666763
2726	0.07359644575
2727	0.07359474214
2728	0.07359428109
2729	0.07359407646
2730	0.07359405673
2731	0.07359373622
2732	0.07359301383
2733	0.07359288316
2734	0.07359267852
2735	0.07358934505
2736	0.07358902205
2737	0.07354895416
2738	0.07354889742
2739	0.07354860878
2740	0.07354810798
2741	0.07354806111
2742	0.07354794269
2743	0.07354770832
2744	0.07354764911
2745	0.07354747395
2746	0.07354727412
2747	0.07354600605
2748	0.07354578647
2749	0.07354511789
2750	0.07354495259
2751	0.07354436788
2752	0.07354420998
2753	0.07354374615
2754	0.07354355618
2755	0.07354332673
2756	0.07354313183
2757	0.07354306521
2758	0.0735426902
2759	0.07354255697
2760	0.07354235959
2761	0.07354192042
2762	0.07354174278
2763	0.07353869322
2764	0.07353854518
2765	0.07353842674
2766	0.07353337591
2767	0.07353257149
2768	0.07353191512
2769	0.07353101939
2770	0.07353001014
2771	0.07352827537
2772	0.07352806315
2773	0.07352801133
2774	0.07352798172
2775	0.07352746597
2776	0.07352726855
2777	0.07352475883
2778	0.07352373469
2779	0.07352355453
2780	0.07348971997
2781	0.07348873237
2782	0.07348864348
2783	0.07348223363
2784	0.07348207807
2785	0.0734820114
2786	0.07348190028
2787	0.07348172003
2788	0.07348167064
2789	0.0734814731
2790	0.07348133482
2791	0.07347207203
2792	0.07347202757
2793	0.073471425
2794	0.07347139536
2795	0.07347088415
2796	0.0734708397
2797	0.07347060755
2798	0.0734705631
2799	0.07347019019
2800	0.07347014326
2801	0.07347001978
2802	0.07346982221
2803	0.0734696765
2804	0.0734694888
2805	0.07346525568
2806	0.07346520134
2807	0.07346508526
2808	0.07346497659
2809	0.07346486792
2810	0.07346473455
2811	0.07343624209
2812	0.07343587147
2813	0.07343558239
2814	0.07343552062
2815	0.07343518211
2816	0.07343507093
2817	0.07343503881
2818	0.0734349968
2819	0.07343494244
2820	0.07343483126
2821	0.07343453723
2822	0.07343443839
2823	0.07343439886
2824	0.07343399858
2825	0.07343388492
2826	0.07343379103
2827	0.07343372679
2828	0.07343361313
2829	0.07342837223
2830	0.07342822396
2831	0.07342505354
2832	0.07342493986
2833	0.07342285912
2834	0.07342281463
2835	0.07342275285
2836	0.07342263176
2837	0.07342253044
2838	0.07342249832
2839	0.07341035609
2840	0.07341023992
2841	0.07340989389
2842	0.07340906588
2843	0.07340902633
2844	0.07340898678
2845	0.07340895959
2846	0.07340884095
2847	0.07340881129
2848	0.07340324233
2849	0.0734027702
2850	0.07340267874
2851	0.07340258233
2852	0.0734024884
2853	0.07340240435
2854	0.07338848612
2855	0.07335861606
2856	0.07335184606
2857	0.07334959503
2858	0.07334955545
2859	0.07334881334
2860	0.07334857091
2861	0.07334853133
2862	0.07334849917
2863	0.07334821717
2864	0.07334810585
2865	0.07334798711
2866	0.07334795248
2867	0.07334776694
2868	0.07334764078
2869	0.07333513978
2870	0.07333486019
2871	0.07333388288
2872	0.07333377154
2873	0.07333368742
2874	0.07333356123
2875	0.07333352906
2876	0.0733334969
2877	0.07333321236
2878	0.07333313318
2879	0.07333305896
2880	0.07333234142
2881	0.07333192574
2882	0.07333110922
2883	0.07333098302
2884	0.07333095333
2885	0.07333067126
2886	0.07333064404
2887	0.0733306193
2888	0.07333058466
2889	0.07333038176
2890	0.07333021845
2891	0.07332986709
2892	0.07332970379
2893	0.07332944645
2894	0.07332928809
2895	0.07332918417
2896	0.07332805089
2897	0.07332799398
2898	0.07332687305
2899	0.07332684336
2900	0.07332681366
2901	0.07332674685
